payment_id,client_id,provider_id,payment_date,amount,currency,status,failure_reason,created_at
PMT005302,C0301,P005,2025-09-22,531.59,MXN,Failed,Provider timeout,2025-09-22T08:40:33
PMT005303,C0267,P004,2025-06-18,366.21,MXN,Successful,,2025-06-18T07:06:59
PMT005304,C0298,P003,2024-12-08,2084.65,MXN,Successful,,2024-12-08T21:25:21
PMT005305,C0450,P002,2025-09-16,506.93,MXN,Successful,,2025-09-16T06:21:08
PMT005306,C0318,P010,2024-04-19,6645.34,MXN,Successful,,2024-04-19T19:50:59
PMT005307,C0402,P017,2024-09-26,3578.28,MXN,Successful,,2024-09-26T09:22:37
PMT005308,C0030,P003,2024-10-19,758.42,MXN,Successful,,2024-10-19T10:14:42
PMT005309,C0174,P015,2024-07-01,4748.67,MXN,Successful,,2024-07-01T05:37:26
PMT005310,C0450,P008,2024-04-26,608.73,MXN,Successful,,2024-04-26T10:08:59
PMT005311,C0397,P001,2024-12-11,617.37,MXN,Successful,,2024-12-11T03:43:30
PMT005312,C0386,P012,2024-09-16,2106.9,USD,Successful,,2024-09-16T12:10:53
PMT005313,C0350,P005,2024-07-12,196.06,MXN,Successful,,2024-07-12T06:27:38
PMT005314,C0219,P013,2024-07-30,3269.78,MXN,Successful,,2024-07-30T01:05:48
PMT005315,C0215,P007,2025-11-28,2727.18,MXN,Successful,,2025-11-28T22:44:05
PMT005316,C0410,P014,2024-06-14,3403.59,MXN,Successful,,2024-06-14T11:45:26
PMT005317,C0162,P019,2025-09-22,3356.98,MXN,Successful,,2025-09-22T14:38:04
PMT005318,C0361,P005,2024-05-13,6490.19,MXN,Successful,,2024-05-13T05:27:17
PMT005319,C0380,P019,2024-05-02,1192.71,MXN,Successful,,2024-05-02T21:48:46
PMT005320,C0425,P004,2025-02-12,7641.27,MXN,Successful,,2025-02-12T01:24:55
PMT005321,C0174,P002,2024-12-26,4858.48,USD,Successful,,2024-12-26T12:56:18
PMT005322,C0386,P004,2025-05-06,10342.7,MXN,Successful,,2025-05-06T01:11:11
PMT005323,C0053,P017,2025-09-04,498.58,MXN,Failed,Risk rule declined,2025-09-04T10:05:25
PMT005324,C0073,P014,2024-11-18,971.92,MXN,Successful,,2024-11-18T07:21:23
PMT005325,C0219,P020,2024-08-28,9307.1,MXN,Successful,,2024-08-28T04:49:49
PMT005326,C0023,P015,2025-11-25,4205.03,MXN,Successful,,2025-11-25T00:38:18
PMT005327,C0491,P008,2024-08-06,1328.03,MXN,Successful,,2024-08-06T09:47:24
PMT005328,C0455,P018,2025-11-12,106.06,USD,Successful,,2025-11-12T23:29:09
PMT005329,C0023,P020,2025-06-09,43222.91,MXN,Successful,,2025-06-09T05:55:08
PMT005330,C0421,P017,2024-11-07,6975.07,MXN,Successful,,2024-11-07T10:17:53
PMT005331,C0265,P012,2024-11-20,3942.62,MXN,Successful,,2024-11-20T10:52:52
PMT005332,C0369,P017,2024-12-20,91.24,MXN,Failed,Expired authorization,2024-12-20T16:40:06
PMT005333,C0447,P004,2025-06-11,8128.6,MXN,Successful,,2025-06-11T01:06:37
PMT005334,C0299,P019,2026-03-16,1732.34,MXN,Successful,,2026-03-16T07:53:21
PMT005335,C0056,P020,2024-11-23,894.67,MXN,Successful,,2024-11-23T05:51:45
PMT005336,C0001,P014,2026-02-12,3125.68,MXN,Pending,,2026-02-12T05:18:13
PMT005337,C0262,P004,2024-09-05,1755.68,USD,Successful,,2024-09-05T05:12:39
PMT005338,C0491,P003,2024-06-28,1339.88,MXN,Successful,,2024-06-28T10:04:02
PMT005339,C0298,P020,2025-04-25,1051.73,MXN,Successful,,2025-04-25T18:17:04
PMT005340,C0192,P018,2026-03-13,259.79,MXN,Successful,,2026-03-13T09:40:52
PMT005341,C0012,P016,2025-03-20,9651.4,MXN,Successful,,2025-03-20T21:58:48
PMT005342,C0459,P020,2025-11-13,587.22,MXN,Successful,,2025-11-13T22:43:41
PMT005343,C0178,P010,2025-03-10,22794.96,MXN,Successful,,2025-03-10T15:55:19
PMT005344,C0370,P018,2025-12-10,817.23,MXN,Successful,,2025-12-10T06:44:17
PMT005345,C0365,P004,2025-11-20,1709.93,MXN,Successful,,2025-11-20T11:11:07
PMT005346,C0137,P004,2025-08-22,4675.75,MXN,Successful,,2025-08-22T18:28:54
PMT005347,C0029,P010,2025-06-30,762.65,MXN,Successful,,2025-06-30T12:15:34
PMT005348,C0202,P007,2025-04-15,11633.93,MXN,Failed,Network error,2025-04-15T00:16:15
PMT005349,C0174,P009,2026-02-25,11229.91,MXN,Successful,,2026-02-25T05:30:12
PMT005350,C0368,P017,2025-05-16,566.77,MXN,Failed,Invalid account details,2025-05-16T12:49:48
PMT005351,C0414,P002,2024-12-03,4063.92,MXN,Successful,,2024-12-03T12:51:36
PMT005352,C0119,P015,2025-12-26,315.33,MXN,Failed,Invalid account details,2025-12-26T20:24:19
PMT005353,C0280,P002,2025-08-02,1955.33,MXN,Failed,Network error,2025-08-02T20:09:01
PMT005354,C0019,P018,2025-05-16,854.49,MXN,Successful,,2025-05-16T02:38:48
PMT005355,C0110,P004,2025-08-19,14767.01,MXN,Successful,,2025-08-19T01:51:58
PMT005356,C0388,P015,2024-12-09,7428.29,MXN,Successful,,2024-12-09T18:58:03
PMT005357,C0405,P013,2025-01-24,23552.77,MXN,Successful,,2025-01-24T19:24:29
PMT005358,C0402,P008,2024-08-29,7150.48,MXN,Successful,,2024-08-29T08:18:06
PMT005359,C0078,P006,2025-12-12,1223.33,MXN,Successful,,2025-12-12T14:01:14
PMT005360,C0293,P002,2025-08-06,11000.62,USD,Successful,,2025-08-06T10:32:58
PMT005361,C0223,P007,2025-11-27,2094.67,MXN,Successful,,2025-11-27T22:56:53
PMT005362,C0390,P004,2024-11-22,1049.16,USD,Successful,,2024-11-22T14:29:38
PMT005363,C0346,P003,2026-03-29,344.9,MXN,Successful,,2026-03-29T00:45:48
PMT005364,C0478,P016,2024-12-13,1198.32,MXN,Successful,,2024-12-13T16:52:41
PMT005365,C0080,P005,2024-12-11,1474.51,USD,Failed,Provider timeout,2024-12-11T23:05:08
PMT005366,C0234,P005,2026-03-01,219.06,MXN,Successful,,2026-03-01T13:17:11
PMT005367,C0399,P007,2025-07-29,461.18,MXN,Successful,,2025-07-29T18:21:34
PMT005368,C0191,P009,2026-02-04,8665.59,MXN,Successful,,2026-02-04T23:26:16
PMT005369,C0336,P010,2025-07-06,758.19,MXN,Successful,,2025-07-06T13:27:07
PMT005370,C0266,P014,2024-10-08,801.72,MXN,Successful,,2024-10-08T10:43:19
PMT005371,C0391,P013,2024-12-30,840.96,MXN,Successful,,2024-12-30T04:41:17
PMT005372,C0099,P010,2025-12-15,291.5,MXN,Successful,,2025-12-15T23:26:57
PMT005373,C0478,P008,2025-03-24,880.34,MXN,Successful,,2025-03-24T09:58:11
PMT005374,C0214,P006,2025-09-09,2455.82,MXN,Successful,,2025-09-09T01:51:54
PMT005375,C0241,P015,2024-08-07,3137.12,MXN,Successful,,2024-08-07T01:43:44
PMT005376,C0280,P007,2025-01-06,1199.75,MXN,Failed,Risk rule declined,2025-01-06T21:34:16
PMT005377,C0143,P018,2025-12-04,10036.33,USD,Successful,,2025-12-04T09:16:06
PMT005378,C0498,P013,2026-02-11,2759.89,MXN,Successful,,2026-02-11T00:18:57
PMT005379,C0457,P014,2024-11-26,4650.73,MXN,Successful,,2024-11-26T23:39:35
PMT005380,C0106,P010,2024-08-11,2175.33,MXN,Failed,Network error,2024-08-11T22:55:26
PMT005381,C0463,P019,2024-04-18,21289.39,USD,Successful,,2024-04-18T18:59:26
PMT005382,C0351,P009,2024-07-09,2312.43,MXN,Successful,,2024-07-09T23:35:21
PMT005383,C0235,P009,2025-12-03,10824.81,MXN,Successful,,2025-12-03T04:53:29
PMT005384,C0429,P018,2025-02-24,203.66,MXN,Successful,,2025-02-24T23:51:33
PMT005385,C0012,P013,2024-11-08,2954.51,MXN,Successful,,2024-11-08T06:57:06
PMT005386,C0420,P009,2025-10-30,6253.9,MXN,Successful,,2025-10-30T12:33:36
PMT005387,C0262,P006,2025-11-10,2180.43,MXN,Successful,,2025-11-10T01:27:55
PMT005388,C0353,P005,2024-12-16,367.34,MXN,Successful,,2024-12-16T03:33:19
PMT005389,C0193,P017,2026-01-08,60.0,MXN,Successful,,2026-01-08T18:47:42
PMT005390,C0191,P006,2025-03-02,10693.86,MXN,Successful,,2025-03-02T10:50:00
PMT005391,C0013,P001,2024-10-19,509.91,USD,Successful,,2024-10-19T13:23:58
PMT005392,C0223,P001,2026-01-07,389.37,USD,Successful,,2026-01-07T14:40:27
PMT005393,C0216,P020,2024-07-27,432.11,USD,Successful,,2024-07-27T10:52:43
PMT005394,C0122,P012,2026-03-30,888.88,USD,Successful,,2026-03-30T00:28:44
PMT005395,C0137,P010,2025-06-29,10539.32,MXN,Successful,,2025-06-29T20:13:04
PMT005396,C0305,P019,2026-01-20,1136.03,USD,Successful,,2026-01-20T00:48:15
PMT005397,C0174,P007,2024-08-16,11163.67,MXN,Successful,,2024-08-16T22:27:55
PMT005398,C0420,P017,2024-12-30,16754.64,MXN,Successful,,2024-12-30T18:24:19
PMT005399,C0054,P015,2025-12-22,956.98,MXN,Successful,,2025-12-22T20:58:12
PMT005400,C0299,P010,2025-12-03,2915.88,USD,Successful,,2025-12-03T05:04:54
PMT005401,C0087,P016,2025-12-21,991.72,MXN,Successful,,2025-12-21T09:37:44
PMT005402,C0280,P020,2024-11-01,1354.45,MXN,Successful,,2024-11-01T14:37:46
PMT005403,C0296,P004,2025-07-02,4926.85,USD,Successful,,2025-07-02T13:53:30
PMT005404,C0340,P001,2024-12-30,1572.36,MXN,Successful,,2024-12-30T19:54:10
PMT005405,C0224,P017,2024-11-24,5374.99,MXN,Successful,,2024-11-24T03:41:06
PMT005406,C0265,P008,2025-04-16,26415.1,MXN,Successful,,2025-04-16T08:14:59
PMT005407,C0100,P012,2025-09-14,6624.91,MXN,Successful,,2025-09-14T10:53:18
PMT005408,C0238,P005,2025-04-15,702.65,MXN,Successful,,2025-04-15T07:28:25
PMT005409,C0192,P017,2024-09-26,605.25,USD,Successful,,2024-09-26T01:33:44
PMT005410,C0347,P015,2025-11-17,3133.36,MXN,Successful,,2025-11-17T14:47:25
PMT005411,C0225,P020,2026-03-15,354.17,MXN,Successful,,2026-03-15T20:20:54
PMT005412,C0402,P010,2024-12-16,9701.26,MXN,Successful,,2024-12-16T21:45:58
PMT005413,C0224,P020,2025-12-10,9527.44,MXN,Successful,,2025-12-10T03:49:36
PMT005414,C0132,P010,2025-12-17,9288.73,USD,Successful,,2025-12-17T22:38:28
PMT005415,C0151,P013,2024-10-18,3171.9,MXN,Successful,,2024-10-18T12:16:35
PMT005416,C0021,P014,2025-09-06,3229.57,MXN,Successful,,2025-09-06T01:38:01
PMT005417,C0291,P010,2026-02-09,910.81,MXN,Successful,,2026-02-09T17:46:18
PMT005418,C0420,P012,2025-10-04,17691.41,MXN,Successful,,2025-10-04T05:47:41
PMT005419,C0397,P005,2024-04-23,1136.49,MXN,Successful,,2024-04-23T10:26:09
PMT005420,C0226,P007,2025-06-22,8938.3,USD,Successful,,2025-06-22T23:01:08
PMT005421,C0104,P015,2025-11-01,4507.55,MXN,Successful,,2025-11-01T12:33:18
PMT005422,C0434,P001,2025-07-02,1230.24,MXN,Successful,,2025-07-02T07:21:23
PMT005423,C0023,P015,2024-04-23,17010.7,USD,Successful,,2024-04-23T02:12:34
PMT005424,C0213,P006,2024-07-03,305.11,USD,Successful,,2024-07-03T06:49:43
PMT005425,C0431,P006,2025-11-14,2221.99,MXN,Successful,,2025-11-14T23:46:57
PMT005426,C0208,P015,2025-03-22,2263.68,MXN,Successful,,2025-03-22T08:16:59
PMT005427,C0056,P005,2026-02-26,1112.09,MXN,Successful,,2026-02-26T00:33:25
PMT005428,C0143,P020,2025-01-19,2418.6,MXN,Successful,,2025-01-19T13:37:47
PMT005429,C0320,P020,2025-11-25,7617.67,MXN,Successful,,2025-11-25T09:54:24
PMT005430,C0083,P009,2024-04-28,1882.82,MXN,Successful,,2024-04-28T22:50:07
PMT005431,C0346,P008,2025-12-05,1530.64,MXN,Successful,,2025-12-05T13:13:46
PMT005432,C0226,P002,2025-12-15,4379.07,MXN,Successful,,2025-12-15T05:41:45
PMT005433,C0178,P016,2024-12-16,2366.59,MXN,Successful,,2024-12-16T04:56:49
PMT005434,C0132,P004,2024-11-18,4025.67,MXN,Successful,,2024-11-18T09:58:30
PMT005435,C0416,P019,2026-01-15,309.48,MXN,Successful,,2026-01-15T18:38:13
PMT005436,C0211,P020,2025-10-31,3306.36,MXN,Successful,,2025-10-31T16:57:06
PMT005437,C0385,P003,2025-06-17,80.26,MXN,Successful,,2025-06-17T20:55:24
PMT005438,C0226,P014,2025-02-06,2456.78,MXN,Successful,,2025-02-06T16:26:52
PMT005439,C0043,P009,2026-01-17,1143.54,MXN,Successful,,2026-01-17T15:15:47
PMT005440,C0226,P012,2025-10-09,11750.31,USD,Successful,,2025-10-09T09:45:58
PMT005441,C0265,P004,2025-01-21,7507.07,MXN,Successful,,2025-01-21T08:55:53
PMT005442,C0235,P015,2025-03-29,11476.36,MXN,Successful,,2025-03-29T13:01:40
PMT005443,C0412,P004,2024-06-17,789.67,MXN,Successful,,2024-06-17T09:09:23
PMT005444,C0457,P018,2025-11-19,3263.69,MXN,Successful,,2025-11-19T11:20:58
PMT005445,C0403,P009,2025-12-06,1921.45,MXN,Successful,,2025-12-06T11:01:21
PMT005446,C0305,P014,2024-12-12,383.45,MXN,Successful,,2024-12-12T18:58:15
PMT005447,C0292,P019,2024-11-18,353.3,MXN,Successful,,2024-11-18T05:02:19
PMT005448,C0340,P015,2024-10-12,9804.37,MXN,Failed,Expired authorization,2024-10-12T03:20:28
PMT005449,C0158,P012,2024-08-12,1010.55,MXN,Successful,,2024-08-12T16:56:02
PMT005450,C0410,P008,2026-02-17,9999.88,MXN,Successful,,2026-02-17T12:28:39
PMT005451,C0431,P009,2025-10-18,2578.33,MXN,Successful,,2025-10-18T20:06:27
PMT005452,C0143,P007,2025-02-04,10420.84,MXN,Successful,,2025-02-04T13:56:33
PMT005453,C0456,P019,2024-06-26,227.36,MXN,Successful,,2024-06-26T08:08:22
PMT005454,C0426,P005,2024-07-17,528.77,USD,Successful,,2024-07-17T02:53:40
PMT005455,C0223,P008,2025-09-10,1297.67,MXN,Successful,,2025-09-10T22:16:44
PMT005456,C0457,P016,2024-09-04,9975.35,MXN,Successful,,2024-09-04T11:18:34
PMT005457,C0058,P007,2024-12-09,336.27,MXN,Pending,,2024-12-09T19:00:43
PMT005458,C0012,P018,2026-02-26,3417.12,MXN,Successful,,2026-02-26T11:28:07
PMT005459,C0182,P005,2025-06-04,771.79,USD,Successful,,2025-06-04T03:22:44
PMT005460,C0297,P001,2025-11-18,12650.76,MXN,Successful,,2025-11-18T05:30:39
PMT005461,C0185,P013,2024-06-21,1363.25,MXN,Successful,,2024-06-21T06:56:17
PMT005462,C0482,P010,2024-11-29,513.63,MXN,Successful,,2024-11-29T21:28:27
PMT005463,C0138,P019,2026-01-03,224.12,MXN,Successful,,2026-01-03T01:48:53
PMT005464,C0155,P009,2025-11-19,65.09,MXN,Successful,,2025-11-19T11:48:17
PMT005465,C0338,P003,2025-09-21,3858.66,MXN,Successful,,2025-09-21T10:37:32
PMT005466,C0002,P007,2025-06-09,288.96,MXN,Successful,,2025-06-09T07:42:21
PMT005467,C0380,P008,2024-10-24,2276.7,MXN,Pending,,2024-10-24T11:01:27
PMT005468,C0194,P013,2025-06-07,875.52,MXN,Successful,,2025-06-07T16:18:38
PMT005469,C0170,P006,2024-05-10,10516.42,MXN,Successful,,2024-05-10T18:07:29
PMT005470,C0364,P012,2024-09-03,94.87,MXN,Successful,,2024-09-03T04:09:39
PMT005471,C0023,P019,2025-04-15,5293.29,MXN,Successful,,2025-04-15T05:27:49
PMT005472,C0043,P009,2024-04-02,1255.45,MXN,Successful,,2024-04-02T03:09:53
PMT005473,C0041,P014,2024-09-27,94.82,MXN,Successful,,2024-09-27T07:58:45
PMT005474,C0492,P005,2024-07-26,1660.3,MXN,Successful,,2024-07-26T22:52:36
PMT005475,C0361,P017,2024-12-07,21175.24,USD,Successful,,2024-12-07T07:51:37
PMT005476,C0224,P006,2025-12-14,9861.72,MXN,Successful,,2025-12-14T07:50:42
PMT005477,C0104,P012,2026-02-17,7856.77,MXN,Successful,,2026-02-17T01:59:08
PMT005478,C0441,P006,2024-08-05,1077.46,MXN,Successful,,2024-08-05T12:24:31
PMT005479,C0104,P002,2024-09-26,12709.03,MXN,Pending,,2024-09-26T09:32:24
PMT005480,C0371,P007,2025-12-09,705.16,MXN,Successful,,2025-12-09T19:20:26
PMT005481,C0392,P005,2024-08-11,391.36,MXN,Failed,Risk rule declined,2024-08-11T16:50:50
PMT005482,C0162,P018,2025-10-05,4733.94,MXN,Successful,,2025-10-05T09:40:52
PMT005483,C0265,P006,2024-06-06,7654.29,MXN,Failed,Provider timeout,2024-06-06T06:23:26
PMT005484,C0121,P020,2025-07-24,641.35,MXN,Successful,,2025-07-24T11:30:26
PMT005485,C0199,P010,2024-10-22,66.66,MXN,Successful,,2024-10-22T09:03:40
PMT005486,C0498,P005,2025-10-11,3410.75,MXN,Successful,,2025-10-11T22:30:22
PMT005487,C0365,P008,2025-04-16,6162.76,USD,Successful,,2025-04-16T12:50:01
PMT005488,C0426,P004,2024-08-16,636.59,MXN,Successful,,2024-08-16T04:44:59
PMT005489,C0291,P017,2025-01-08,764.31,MXN,Successful,,2025-01-08T15:05:47
PMT005490,C0132,P003,2025-04-12,1500.0,MXN,Successful,,2025-04-12T16:59:57
PMT005491,C0376,P018,2026-03-30,358.32,MXN,Successful,,2026-03-30T08:50:21
PMT005492,C0263,P001,2025-03-16,367.05,MXN,Successful,,2025-03-16T11:49:33
PMT005493,C0100,P006,2024-07-26,4259.16,MXN,Successful,,2024-07-26T13:58:51
PMT005494,C0219,P003,2025-05-14,7550.53,MXN,Successful,,2025-05-14T12:33:55
PMT005495,C0338,P014,2024-09-18,1933.55,MXN,Successful,,2024-09-18T17:33:57
PMT005496,C0382,P010,2025-12-25,17471.16,MXN,Failed,Network error,2025-12-25T13:31:57
PMT005497,C0135,P019,2025-12-02,86.47,MXN,Successful,,2025-12-02T21:56:09
PMT005498,C0443,P007,2024-07-09,1611.02,MXN,Successful,,2024-07-09T12:21:50
PMT005499,C0202,P001,2025-06-10,3894.47,MXN,Successful,,2025-06-10T12:00:10
PMT005500,C0148,P016,2025-08-30,374.55,USD,Successful,,2025-08-30T23:26:53
PMT005501,C0104,P012,2024-10-12,6219.82,MXN,Failed,Provider timeout,2024-10-12T00:06:09
PMT005502,C0410,P017,2025-07-08,1500.0,MXN,Successful,,2025-07-08T07:06:12
PMT005503,C0186,P009,2025-03-02,750.77,MXN,Successful,,2025-03-02T10:10:30
PMT005504,C0247,P015,2025-03-18,2182.68,MXN,Successful,,2025-03-18T15:43:10
PMT005505,C0119,P004,2025-05-11,480.37,MXN,Successful,,2025-05-11T21:14:44
PMT005506,C0361,P020,2025-05-26,9409.85,MXN,Successful,,2025-05-26T12:16:24
PMT005507,C0402,P004,2025-09-10,9234.42,USD,Successful,,2025-09-10T00:10:09
PMT005508,C0179,P017,2025-02-21,1157.47,MXN,Successful,,2025-02-21T14:38:11
PMT005509,C0488,P005,2025-09-20,293.64,MXN,Successful,,2025-09-20T21:34:33
PMT005510,C0012,P016,2025-03-20,1913.14,MXN,Successful,,2025-03-20T06:25:36
PMT005511,C0069,P018,2025-08-04,350.14,MXN,Successful,,2025-08-04T09:29:09
PMT005512,C0308,P018,2024-10-21,694.12,MXN,Successful,,2024-10-21T16:05:24
PMT005513,C0368,P010,2025-05-03,2242.85,MXN,Successful,,2025-05-03T22:10:46
PMT005514,C0137,P009,2025-03-06,7631.78,USD,Successful,,2025-03-06T16:56:49
PMT005515,C0296,P017,2024-11-14,4163.84,USD,Successful,,2024-11-14T20:21:53
PMT005516,C0174,P012,2024-05-19,8687.08,MXN,Successful,,2024-05-19T14:21:10
PMT005517,C0296,P013,2025-04-09,2762.99,MXN,Successful,,2025-04-09T11:50:01
PMT005518,C0347,P005,2024-04-08,3190.4,MXN,Successful,,2024-04-08T09:57:49
PMT005519,C0106,P009,2024-12-30,469.3,MXN,Successful,,2024-12-30T01:47:45
PMT005520,C0235,P008,2024-12-20,5164.82,MXN,Successful,,2024-12-20T06:10:02
PMT005521,C0340,P014,2025-07-14,6688.95,MXN,Successful,,2025-07-14T12:51:38
PMT005522,C0300,P004,2026-03-23,456.47,MXN,Failed,Risk rule declined,2026-03-23T03:54:23
PMT005523,C0174,P008,2025-12-14,17567.65,MXN,Successful,,2025-12-14T11:56:04
PMT005524,C0137,P018,2026-03-12,3417.59,MXN,Successful,,2026-03-12T19:45:09
PMT005525,C0342,P012,2026-02-20,2090.32,MXN,Successful,,2026-02-20T01:53:22
PMT005526,C0110,P019,2024-05-29,5383.5,MXN,Successful,,2024-05-29T18:01:15
PMT005527,C0405,P005,2024-11-03,2322.66,MXN,Successful,,2024-11-03T08:49:08
PMT005528,C0080,P009,2024-11-11,1030.15,MXN,Reversed,,2024-11-11T12:47:16
PMT005529,C0410,P010,2024-05-26,4811.0,MXN,Successful,,2024-05-26T18:50:07
PMT005530,C0101,P008,2025-12-08,5336.52,MXN,Failed,Insufficient funds,2025-12-08T15:57:10
PMT005531,C0500,P014,2026-01-03,374.36,MXN,Successful,,2026-01-03T17:35:38
PMT005532,C0361,P003,2025-06-22,7041.12,MXN,Successful,,2025-06-22T18:04:23
PMT005533,C0042,P010,2025-12-31,4214.11,MXN,Pending,,2025-12-31T05:12:29
PMT005534,C0365,P003,2025-09-14,739.51,USD,Successful,,2025-09-14T13:50:49
PMT005535,C0320,P013,2025-02-10,4860.5,MXN,Successful,,2025-02-10T17:58:51
PMT005536,C0179,P017,2024-07-25,595.43,MXN,Successful,,2024-07-25T17:02:00
PMT005537,C0143,P001,2026-02-27,8024.85,MXN,Successful,,2026-02-27T17:13:17
PMT005538,C0377,P009,2025-08-27,7857.95,MXN,Successful,,2025-08-27T22:55:30
PMT005539,C0386,P010,2024-12-12,3677.79,MXN,Successful,,2024-12-12T04:33:57
PMT005540,C0178,P015,2024-07-09,9521.31,MXN,Successful,,2024-07-09T00:34:16
PMT005541,C0443,P002,2025-11-12,1027.37,MXN,Successful,,2025-11-12T22:10:34
PMT005542,C0145,P008,2025-11-14,353.81,MXN,Successful,,2025-11-14T17:36:22
PMT005543,C0031,P016,2025-05-04,431.59,MXN,Successful,,2025-05-04T12:36:35
PMT005544,C0320,P012,2026-04-01,5316.46,MXN,Successful,,2026-04-01T16:51:09
PMT005545,C0053,P016,2024-12-28,1638.3,MXN,Pending,,2024-12-28T14:20:42
PMT005546,C0152,P007,2026-02-12,1055.81,MXN,Successful,,2026-02-12T11:43:11
PMT005547,C0265,P019,2025-07-11,5467.44,MXN,Successful,,2025-07-11T18:03:49
PMT005548,C0158,P002,2025-10-01,475.78,MXN,Successful,,2025-10-01T19:53:17
PMT005549,C0110,P002,2026-01-21,12957.86,USD,Successful,,2026-01-21T21:52:10
PMT005550,C0370,P011,2025-12-01,1856.83,MXN,Successful,,2025-12-01T12:18:21
PMT005551,C0293,P009,2024-11-06,24417.89,MXN,Successful,,2024-11-06T06:37:25
PMT005552,C0421,P014,2025-12-19,889.7,MXN,Successful,,2025-12-19T06:37:34
PMT005553,C0302,P005,2025-05-01,67.49,MXN,Successful,,2025-05-01T03:57:00
PMT005554,C0247,P005,2024-05-05,1264.25,MXN,Successful,,2024-05-05T04:14:14
PMT005555,C0143,P016,2025-08-13,2700.12,MXN,Successful,,2025-08-13T11:24:28
PMT005556,C0405,P006,2025-04-01,8125.29,MXN,Successful,,2025-04-01T19:12:14
PMT005557,C0104,P015,2025-04-29,12067.86,USD,Successful,,2025-04-29T23:21:04
PMT005558,C0133,P014,2025-01-16,442.27,MXN,Successful,,2025-01-16T03:52:58
PMT005559,C0423,P002,2024-05-21,215.43,MXN,Successful,,2024-05-21T17:44:53
PMT005560,C0386,P015,2024-08-17,8299.96,MXN,Successful,,2024-08-17T00:45:27
PMT005561,C0326,P018,2025-10-16,521.65,MXN,Successful,,2025-10-16T20:40:11
PMT005562,C0016,P017,2024-09-29,197.97,MXN,Successful,,2024-09-29T21:04:58
PMT005563,C0064,P001,2025-07-09,4265.66,MXN,Successful,,2025-07-09T20:10:48
PMT005564,C0262,P012,2025-05-03,293.35,MXN,Successful,,2025-05-03T03:29:07
PMT005565,C0386,P019,2024-09-19,6420.59,MXN,Successful,,2024-09-19T13:42:02
PMT005566,C0238,P013,2024-11-02,331.6,MXN,Successful,,2024-11-02T04:41:19
PMT005567,C0006,P006,2024-12-26,3844.35,MXN,Successful,,2024-12-26T16:50:28
PMT005568,C0101,P004,2025-12-25,6083.44,USD,Successful,,2025-12-25T22:07:19
PMT005569,C0308,P014,2026-02-11,1813.66,MXN,Successful,,2026-02-11T15:21:11
PMT005570,C0365,P016,2024-12-28,1003.81,MXN,Successful,,2024-12-28T23:37:55
PMT005571,C0013,P019,2024-05-06,1766.73,MXN,Successful,,2024-05-06T20:03:52
PMT005572,C0019,P019,2025-06-19,1607.55,MXN,Successful,,2025-06-19T05:39:14
PMT005573,C0143,P007,2025-01-21,11650.57,MXN,Successful,,2025-01-21T13:26:12
PMT005574,C0038,P013,2025-03-26,283.03,MXN,Successful,,2025-03-26T01:17:59
PMT005575,C0292,P002,2025-02-11,128.77,MXN,Successful,,2025-02-11T15:29:52
PMT005576,C0061,P002,2025-07-29,459.66,MXN,Successful,,2025-07-29T01:22:01
PMT005577,C0340,P002,2024-11-15,18544.07,MXN,Successful,,2024-11-15T23:55:20
PMT005578,C0402,P019,2025-12-31,9680.46,MXN,Successful,,2025-12-31T02:12:05
PMT005579,C0045,P003,2025-01-24,1121.2,MXN,Successful,,2025-01-24T03:21:46
PMT005580,C0491,P010,2024-12-05,564.86,MXN,Successful,,2024-12-05T05:34:47
PMT005581,C0151,P009,2026-01-26,1232.46,MXN,Failed,Insufficient funds,2026-01-26T09:04:47
PMT005582,C0012,P007,2024-12-13,6205.47,MXN,Successful,,2024-12-13T23:38:52
PMT005583,C0178,P012,2024-06-05,19302.32,USD,Successful,,2024-06-05T07:43:56
PMT005584,C0371,P001,2024-07-29,470.9,MXN,Pending,,2024-07-29T04:29:38
PMT005585,C0025,P008,2025-09-14,4596.61,USD,Successful,,2025-09-14T12:24:41
PMT005586,C0189,P010,2025-05-20,386.98,MXN,Failed,Insufficient funds,2025-05-20T18:09:25
PMT005587,C0162,P017,2025-04-28,2685.21,USD,Successful,,2025-04-28T08:24:55
PMT005588,C0118,P015,2024-06-04,898.47,MXN,Successful,,2024-06-04T21:22:36
PMT005589,C0371,P018,2024-08-05,1027.06,MXN,Failed,Invalid account details,2024-08-05T21:41:56
PMT005590,C0347,P008,2025-01-03,8635.37,MXN,Successful,,2025-01-03T06:02:36
PMT005591,C0286,P003,2025-02-17,140.23,MXN,Successful,,2025-02-17T20:34:17
PMT005592,C0457,P008,2024-12-23,6017.95,MXN,Pending,,2024-12-23T15:11:32
PMT005593,C0049,P020,2025-04-03,986.53,MXN,Successful,,2025-04-03T21:19:11
PMT005594,C0081,P005,2025-09-29,1274.32,MXN,Successful,,2025-09-29T13:41:50
PMT005595,C0202,P004,2025-07-15,10020.39,MXN,Successful,,2025-07-15T20:06:49
PMT005596,C0346,P019,2025-06-27,1435.88,MXN,Pending,,2025-06-27T06:36:28
PMT005597,C0305,P020,2025-05-16,983.11,MXN,Successful,,2025-05-16T05:49:47
PMT005598,C0032,P003,2024-09-02,9614.2,MXN,Successful,,2024-09-02T10:04:08
